00012765,7.175,2.48,1,점장실,1
00012775,6.97,3.12,2,간부회의실,1
00012777,3.735,3.82,1,1층계단,1
00012778,2.375,1.24,1,구명정,1
00012779,2.49,2.58,2,조타실,1
0001277A,5.9,7.42,1,숙소1,1
00012795,4.415,7.44,1,숙소2,1
00012796,4.35,2.28,1,플랫폼 복도,1
000127A2,2.58,6.84,2,직원식당,1
000127A5,3.1625,6.62,1,,
000127A6,1.48,4.86,1,조타실 계단입구,1
