00012775,6.97,3.12,2,간부회의실,1
00012777,1.31,2.28,1,간부회의실,1
00012779,2.49,2.58,2,조타실,1
00012783,7.1,2.14,1,제1직원침실,1
00012795,5.14,7.68,1,제2공기조화기실,1
00012796,6.05,4.06,1,플랫폼 복도,1
000127A2,2.58,6.84,2,직원식당,1
000127A5,4.99,0.6,2,메인데크 복도,1
000127A6,1.48,4.86,1,조타실 계단입구,1
